id,name,year_founded,country,industry,founder_count,founder_experience,previous_startups,product_stage,product_uniqueness,competitors_count,revenue,burn_rate,total_investment,active_users,user_growth_rate,retention,user_reviews,nps,innovation_score,financial_stability,risk_score,cash_reserves,market_size,market_growth_rate,success
136,"Lawson, Morris and Ramos",2017,Canada,AI,5,9,1,MVP,9,1,8888294.42,624530.05,12591912.58,170247.0,27.08,62.41,6,89,1,8.0,3,12392708.27,946125602.19,18.09,Unclear
137,"Lewis, Kennedy and Santana",2010,Germany,Blockchain,3,1,1,Growth,5,10,58062.61,1189552.25,6286174.26,37010.0,19.12,56.12,20,-62,9,8.0,8,4600253.74,442853755.99,13.88,Success
138,"Jackson, Miller and Robertson",2016,Israel,FinTech,4,3,0,Scale,4,0,8134623.93,1524567.32,7338358.25,272395.0,22.07,70.88,74,47,9,7.0,6,3088332.13,998143273.84,18.05,Fail
139,"Harvey, Davis and Crane",2016,USA,E-Commerce,4,5,0,Maturity,2,0,3503923.34,1217866.04,9867663.43,22343.0,70.81,56.05,100,3,2,9.0,7,9595551.03,618320513.93,13.12,Fail
140,Chambers and Sons,2024,India,FinTech,4,10,0,Idea,9,1,718378.28,836999.94,13462600.67,87437.5,91.47,76.65,86,83,0,1.0,5,12720923.11,905880132.36,49.12,Success
141,Hernandez Inc,2015,Singapore,IoT,5,13,1,Growth,7,4,3714013.65,305151.15,11643597.8,71734.0,7.52,58.35,43,-5,1,9.0,1,10927140.19,100014629.85,12.88,Success
142,Riggs PLC,2011,Germany,EdTech,4,15,0,Idea,7,8,606249.09,927402.79,18653962.49,9648.5,74.93,52.01,94,93,6,9.0,2,17364788.7,614443503.7,32.35,Success
143,Gibson Ltd,2005,Singapore,EdTech,1,20,1,Maturity,6,5,6467824.4,589568.42,12514976.53,638931.0,49.46,13.5,81,42,9,0.0,3,11364783.67,992869046.48,9.61,Fail
144,"Lee, Horton and Snyder",2005,UK,SaaS,4,18,1,Maturity,2,3,4049927.71,1391840.58,18215839.59,963705.0,82.52,47.18,87,48,9,1.0,1,14825281.97,75896548.6,27.84,Fail
145,Hernandez Ltd,2024,India,IoT,3,1,1,MVP,0,2,5127853.31,883825.54,108603.18,486632.0,42.15,53.82,85,-67,5,5.0,10,0.0,947579178.95,25.45,Success
146,Stafford Inc,2017,Singapore,SaaS,3,16,1,Scale,4,7,7263133.72,1699759.53,17811189.44,993441.0,0.52,62.46,36,-66,1,10.0,0,15795069.43,154441109.92,27.69,Success
147,Robinson-Brock,2013,Australia,CleanTech,3,8,1,Scale,0,2,4763052.69,386644.87,14429171.76,296529.0,68.28,45.59,43,14,0,6.0,8,13929676.69,996157704.28,17.82,Unclear
148,"Holmes, Williams and Wright",2007,France,CleanTech,5,16,0,Growth,5,0,139804.85,835440.24,3443869.08,38848.0,80.8,14.66,64,-96,9,5.0,9,2012460.7,296050344.9,43.54,Success
149,Bryant Group,2011,Germany,AI,3,14,0,Growth,10,3,129041.97,1115009.95,5260760.38,372682.0,90.2,15.04,5,-45,8,0.0,1,4850126.18,795707123.15,14.89,Success
150,"Schmidt, Hansen and Stewart",2010,China,E-Commerce,5,6,0,MVP,6,10,6613108.5,252029.35,10856199.98,636462.0,56.91,72.1,37,-18,0,0.0,10,10198764.05,37433774.39,43.57,Success
151,Salazar-Ball,2012,Germany,EdTech,5,18,1,Maturity,4,4,8472375.37,1175820.16,2498763.11,919403.0,12.2,66.14,92,-94,9,0.0,4,2168998.65,293927114.93,20.32,Success
152,"Simmons, Meadows and Griffin",2013,Singapore,E-Commerce,4,2,0,Maturity,3,4,7852735.38,581842.81,15707365.38,736034.0,36.98,25.95,42,-48,4,0.0,6,15384766.23,607164905.42,32.61,Fail
153,Manning Group,2009,Singapore,FinTech,1,0,1,Maturity,1,4,3104003.02,459074.36,15823477.32,100338.0,78.43,44.59,56,71,8,9.0,10,14522276.62,234981738.65,0.5,Success
154,Green-Wright,2005,USA,IoT,4,3,0,MVP,4,7,4711278.85,283821.48,6018979.77,765427.0,49.44,30.7,74,85,8,9.0,1,5779004.03,763138742.98,22.05,Success
155,"Ramirez, Strickland and Washington",2023,Australia,SaaS,4,17,1,Idea,8,7,234160.74,699763.85,1396340.1,80041.5,69.92,18.1,79,5,5,0.0,5,883660.95,678906247.45,32.48,Unclear
156,Hill Inc,2014,China,FinTech,5,7,1,Scale,3,3,9891499.11,1857964.83,19776949.18,22706.0,0.47,32.62,69,-59,2,1.0,9,17406107.81,990972641.96,14.88,Fail
157,"Mitchell, Nelson and Flores",2016,Israel,CleanTech,5,18,0,Idea,1,8,260506.45,62011.72,5014577.58,23690.5,7.3,26.27,64,-83,1,1.0,10,4879834.96,588479084.82,16.07,Fail
158,"Miller, Hernandez and Reyes",2019,USA,HealthTech,3,5,1,Maturity,5,0,4162615.93,1704312.42,1351173.03,728271.0,68.12,8.24,54,-95,2,1.5,7,0.0,770436548.23,19.85,Fail
159,Mccarthy Inc,2013,UK,Blockchain,3,0,0,Scale,7,4,6811289.51,794721.8,6599299.19,20357.0,29.02,50.45,34,31,0,2.0,6,4513810.73,83779694.45,13.45,Unclear
160,Russell-Daniels,2024,China,SaaS,4,7,0,Growth,1,4,8760176.7,1123203.28,19380065.24,813960.0,38.82,45.09,23,96,2,3.0,5,18876777.67,52562329.15,30.15,Success
161,Brown-Wall,2021,India,SaaS,2,0,0,MVP,8,4,514756.84,1025624.59,15858552.26,29223.0,64.21,71.46,37,41,1,4.0,10,15495656.43,585830766.02,2.46,Success
162,Stein-Silva,2021,France,EdTech,2,18,1,Growth,6,7,3010196.76,1851480.52,9606661.6,49877.0,11.2,62.03,2,68,7,3.0,7,9176746.74,985498225.98,41.56,Fail
163,"Smith, Gilmore and Johnston",2024,USA,FoodTech,3,10,1,MVP,1,8,5689858.48,1540258.54,6106608.43,757167.0,83.27,34.34,50,74,9,2.0,1,4727960.82,276103724.08,48.0,Fail
164,Smith-Bell,2016,France,E-Commerce,2,20,1,Scale,10,2,6183130.81,1969647.07,8466121.97,44487.0,14.44,49.63,60,-4,6,2.0,3,7286952.32,11695833.56,8.28,Fail
165,Castaneda-Ashley,2011,Australia,HealthTech,3,14,1,Scale,4,8,700274.38,1588859.9,347312.16,900599.0,73.33,53.61,39,-48,0,1.5,3,0.0,347506908.55,11.26,Fail
166,Medina-Navarro,2006,UK,EdTech,5,10,0,MVP,4,10,6640787.38,591776.99,14367409.63,663391.0,29.28,91.75,53,-80,0,5.0,6,12599712.46,741693845.83,47.44,Success
167,"Hurst, Freeman and Nelson",2007,UK,Blockchain,4,18,1,Maturity,6,7,5280643.66,1925767.36,1992885.43,681113.0,26.0,98.17,65,40,4,3.0,6,0.0,804248853.81,8.21,Unclear
168,Johnson-Rogers,2021,Israel,EdTech,1,20,0,Growth,4,2,8276273.79,1967131.58,10380751.54,880629.0,82.13,81.55,59,93,3,3.0,2,5099213.56,783257275.71,5.32,Success
169,"Yates, Ramsey and Pittman",2009,UK,EdTech,4,9,0,MVP,10,1,2221891.76,246187.41,11316901.06,77137.0,55.22,56.21,14,42,7,7.0,3,10703348.73,90114207.95,39.66,Success
170,Hooper PLC,2021,Singapore,EdTech,3,11,1,Idea,5,3,195026.99,1802088.37,33795.49,21533.2,20.55,92.81,85,-2,7,2.5,0,0.0,773120851.32,33.88,Success
171,Meadows PLC,2021,Germany,E-Commerce,3,0,1,Maturity,8,1,7933372.22,1328404.37,19597572.52,272819.0,0.25,17.81,45,72,2,4.0,7,18695621.44,90837734.94,33.99,Fail
172,"Alvarado, Miller and Patterson",2021,Germany,EdTech,4,6,0,Growth,2,3,7038691.29,1843987.54,6042780.75,432523.0,97.3,69.65,54,-17,4,7.0,3,1992771.79,987292410.82,11.33,Unclear
173,White-Green,2006,Israel,EdTech,3,16,1,Growth,2,4,7916733.61,1831478.04,1544485.02,569509.0,43.14,46.05,3,92,6,2.5,10,0.0,376776365.87,18.8,Fail
174,Lewis-Murphy,2006,Singapore,EdTech,2,9,0,Maturity,7,1,7819341.41,1782746.06,17087771.17,510945.0,39.74,14.47,23,73,7,0.0,4,15985373.46,696553889.11,7.97,Success
175,Ramirez-Bean,2009,Germany,EdTech,2,5,1,Idea,9,7,104000.68,1770551.19,3039052.08,94560.3,5.03,7.52,82,30,2,5.0,4,0.0,489671807.8,8.08,Fail
176,King-Miller,2005,India,FoodTech,3,16,1,Growth,5,0,2785830.47,235292.48,499102.72,226063.0,89.44,48.07,93,44,7,0.0,0,199661.3,248240485.43,24.78,Fail
177,Curry Inc,2005,Singapore,SaaS,3,17,0,Maturity,9,2,2600851.36,287031.42,9893813.59,89020.0,14.06,23.9,85,44,9,9.0,0,9192516.86,614747220.6,33.64,Unclear
178,Walker-Jones,2023,Australia,HealthTech,2,4,0,Scale,2,6,9345872.81,235558.84,2598339.72,312855.0,33.55,25.05,39,-81,8,9.0,6,2546182.43,25762342.11,16.04,Success
179,"Williams, Johnson and Wright",2006,Canada,FinTech,3,17,0,MVP,1,9,4874665.74,182058.18,19648461.33,704461.0,42.11,32.02,26,-97,2,5.0,0,19629254.4,510104923.64,23.77,Success
180,Howell and Sons,2016,France,FinTech,3,16,1,Scale,1,0,1110571.33,706570.57,208219.73,934288.0,81.01,71.84,78,-26,1,7.0,8,0.0,48649112.04,17.42,Success
181,Wells Inc,2010,Singapore,FinTech,4,15,1,Growth,1,10,2895779.06,1367916.83,1023946.88,823410.0,35.95,16.41,51,-86,1,4.0,5,533994.66,572125145.77,45.74,Fail
182,"Gould, Marshall and Scott",2008,France,Blockchain,1,7,1,Scale,4,1,8719016.49,709385.23,16665679.33,815454.0,53.15,71.76,36,-44,4,3.0,0,14581653.23,462717547.31,35.17,Fail
183,Jackson-Lawson,2015,India,FoodTech,2,12,0,Idea,4,2,847066.38,1440600.67,4795033.92,60953.9,42.87,78.27,0,72,9,5.0,0,1285640.57,895779537.23,31.26,Success
184,"Higgins, Strickland and Martin",2021,Canada,AI,4,15,0,Growth,0,1,9003394.83,1640566.25,18231935.07,748337.0,31.18,59.45,75,-74,0,6.0,4,15997118.01,966343297.76,36.52,Success
185,Rodriguez-Johnson,2010,China,CleanTech,1,10,1,MVP,1,1,3885287.73,1332429.48,6222741.07,299883.0,94.63,24.76,8,-81,5,8.0,10,2307335.65,654590006.09,13.4,Fail
186,Johnston-Odonnell,2009,Israel,AI,3,5,0,MVP,1,10,6413409.61,930209.45,1395653.03,869601.0,79.69,5.15,82,7,6,7.0,2,730719.32,193335802.64,46.49,Fail
187,Sanders-Espinoza,2024,Singapore,Blockchain,3,2,1,MVP,3,5,2781739.2,591034.88,211835.98,769509.0,17.44,40.79,17,-22,4,7.0,7,0.0,528328537.12,9.97,Fail
188,Vargas Ltd,2006,Israel,SaaS,4,0,0,Idea,6,6,180825.33,248806.72,5651345.54,422.6,55.47,84.74,38,33,10,0.0,7,5638261.21,11611294.49,6.9,Success
189,Garcia LLC,2010,UK,FoodTech,3,17,1,MVP,2,5,219010.76,987303.66,9474611.51,416007.0,79.66,10.19,74,-83,7,9.0,9,8371995.6,770386840.89,45.3,Success
190,"Burke, Martinez and Riggs",2015,France,SaaS,5,4,1,Scale,4,10,2234409.5,1439197.91,20322.22,742923.0,57.98,74.48,74,-15,5,2.5,7,0.0,50752896.63,13.0,Unclear
191,Reed Group,2020,France,Blockchain,4,12,1,Scale,10,5,6043741.37,1096486.42,11622144.05,886690.0,49.38,46.79,29,-52,0,10.0,5,10413683.06,809492751.92,42.42,Fail
192,"Wood, Hunter and Peterson",2020,UK,FoodTech,1,9,0,Growth,8,8,9042103.14,1442963.84,6673231.17,351041.0,7.21,89.88,19,51,8,8.0,4,5025662.28,272031209.84,14.88,Fail
193,Short-Garcia,2005,China,E-Commerce,4,4,0,MVP,4,7,1334205.53,670439.34,7803070.59,782516.0,10.61,35.62,14,-90,4,7.0,4,7048482.86,257530749.26,14.72,Fail
194,Reid-Poole,2013,USA,Blockchain,2,13,1,Idea,8,7,918011.56,133592.13,5228218.96,36898.8,24.52,70.47,63,45,4,1.0,5,5062124.54,98783054.82,47.89,Fail
195,"Hernandez, Thompson and Boyd",2010,Australia,HealthTech,4,16,1,Maturity,0,5,3453852.35,1542195.85,10580904.11,829910.0,51.34,74.01,24,-66,0,4.0,5,7726978.11,688906252.87,48.26,Fail
196,"Nelson, Morton and Medina",2020,Singapore,CleanTech,3,0,1,Scale,8,4,4268284.08,439448.22,4602452.44,712864.0,98.73,19.87,48,-46,4,10.0,9,4352723.25,372331824.57,48.09,Fail
197,Marshall-Petersen,2007,France,E-Commerce,3,1,1,Growth,4,8,3649785.4,1232570.12,2696441.72,565361.0,80.23,15.81,66,-6,2,1.5,8,1829711.23,99006685.58,6.86,Unclear
198,"Adams, Christian and Rivas",2024,Australia,IoT,5,6,1,Scale,7,1,4086081.4,1608585.49,17812941.64,792593.0,11.01,9.27,25,-73,9,7.0,6,14698248.0,327798899.09,28.58,Fail
199,Ramirez Group,2008,France,EdTech,5,9,1,Scale,4,6,2591931.49,278220.0,7811099.66,359609.0,71.73,70.16,44,-13,2,8.0,5,7421950.08,922889584.46,1.82,Success
200,Christensen PLC,2023,USA,FoodTech,5,19,0,Growth,5,5,6986046.78,1196989.42,1538607.0,824661.0,81.05,54.82,91,63,10,1.0,10,957159.23,44595557.74,34.32,Success
201,"Barnett, Rogers and Snyder",2007,UK,HealthTech,1,6,0,Scale,7,6,7581831.1,1378748.72,4606455.09,468429.0,41.43,8.67,5,8,9,4.0,9,1350220.39,672363376.95,33.56,Success
202,White-Lewis,2023,USA,AI,5,15,0,Scale,1,3,8231128.91,1493061.73,6198858.96,1628.0,33.01,30.83,31,-77,7,0.0,6,2029269.6,505995777.27,49.62,Success
203,Peterson-Beard,2024,France,CleanTech,1,4,0,Idea,2,8,341289.58,295333.22,15392926.19,85994.8,58.46,14.23,74,60,8,6.0,2,14980639.29,601668110.74,43.89,Fail
204,"Beard, Peters and Black",2011,UK,IoT,5,11,1,Maturity,10,6,7646268.91,1650232.32,445109.89,364686.0,51.92,9.27,76,15,5,3.5,1,0.0,397728097.07,10.91,Success
205,Miller Ltd,2024,USA,Blockchain,1,16,1,Growth,8,1,6376753.57,188297.13,9564989.77,948878.0,26.52,29.88,16,64,2,5.0,9,9104408.67,486726291.37,22.19,Success
206,Freeman-Chang,2013,China,CleanTech,4,15,1,Growth,4,3,9579160.87,1039166.94,8153849.71,833324.0,39.74,9.63,45,40,7,3.0,6,5149351.9,761705398.2,12.86,Success
207,"Alvarez, Joseph and West",2005,UK,AI,4,19,0,MVP,4,4,4247851.67,886825.39,19368008.03,601699.0,54.44,26.02,52,-85,2,3.0,2,16789611.06,488346601.53,2.39,Fail
208,Davis and Sons,2012,Singapore,CleanTech,3,15,0,Maturity,8,1,9923097.28,443532.15,3601500.25,285124.0,57.99,55.27,99,11,6,6.0,3,2373575.92,382526214.22,19.12,Unclear
209,Holt-Torres,2011,France,SaaS,1,18,1,Scale,9,9,7403940.3,603861.48,12557414.92,165835.0,53.17,56.09,93,70,1,9.0,10,11079141.75,282996581.78,5.39,Success
210,"Wood, Tran and Cooper",2022,India,IoT,2,14,0,Idea,2,7,776277.75,328871.57,4043937.7,40351.700000000004,84.61,16.8,3,-28,5,5.0,1,3623858.54,455995788.14,38.24,Fail
211,"Pierce, Bell and Chavez",2012,Israel,HealthTech,3,11,0,MVP,3,0,257048.6,851452.39,10968441.08,721491.0,3.17,19.1,77,-51,7,3.0,4,9257934.94,579962051.43,19.47,Fail
212,King-Martinez,2005,France,Blockchain,4,20,1,Growth,6,2,4973983.51,71021.86,11101264.65,476075.0,33.3,85.5,27,10,2,4.0,4,10938605.94,380737373.74,1.56,Success
213,Stewart Ltd,2015,Singapore,FinTech,1,9,1,Maturity,1,0,5283367.12,1777830.55,1506934.6,312595.0,74.98,16.69,70,-88,8,4.5,10,1016776.22,901977576.06,13.53,Unclear
214,"Tapia, Vaughn and Lee",2022,Germany,CleanTech,5,1,1,Idea,7,4,40600.1,326974.67,9129025.88,38877.4,65.18,4.57,15,-30,10,3.0,9,9014881.06,995985847.24,16.64,Fail
215,"Washington, Hardy and Bray",2014,Australia,Blockchain,2,6,0,Growth,4,7,3121312.23,1772035.51,9223122.16,283942.0,91.83,24.48,77,62,8,0.0,9,5473143.26,212077316.21,22.66,Fail
216,"Carlson, Hooper and Wall",2007,Australia,SaaS,4,12,1,Scale,0,6,9556441.81,1727154.8,6382733.48,713856.0,58.8,57.64,100,100,2,3.0,0,2927142.19,647821947.11,34.06,Success
217,Perez-White,2011,Israel,AI,3,2,1,MVP,2,8,4261114.36,903354.41,5543171.07,455019.0,63.82,0.72,38,-66,2,5.0,3,3364665.84,214089800.55,39.39,Fail
218,Erickson and Sons,2020,France,AI,1,14,1,Maturity,8,1,1867019.85,995451.42,4485959.48,767042.0,70.49,98.5,90,-77,4,10.0,2,3934741.81,545640405.13,49.29,Success
219,Williams-Brown,2020,Israel,EdTech,2,0,0,MVP,4,7,5133387.07,603827.08,118821.44,747566.0,18.62,23.04,29,80,8,1.0,6,0.0,399359469.71,42.71,Fail
220,Terry-Martinez,2024,Canada,IoT,1,2,0,Scale,7,7,337655.77,1993749.2,36325.69,625608.0,75.32,23.81,78,-62,0,3.0,4,0.0,252959222.83,22.88,Fail
221,Garcia-Smith,2021,France,FoodTech,5,9,1,Scale,0,5,5159887.0,1341544.38,11795744.22,9589.0,29.99,73.86,56,46,0,8.0,5,11252017.65,348657023.55,5.27,Unclear
222,Harrison-Alexander,2006,UK,FinTech,3,14,1,Growth,6,2,5942683.06,1903616.57,5829278.22,756533.0,42.45,24.82,55,71,0,10.0,1,3977048.29,132107433.07,33.2,Unclear
223,Sheppard LLC,2005,UK,SaaS,1,5,0,MVP,6,1,3576943.63,829593.69,3357773.12,897683.0,1.4,39.62,38,25,3,9.0,0,1345434.32,88694377.17,21.12,Success
224,Wilson-Jones,2020,Canada,SaaS,4,19,0,MVP,7,7,7625761.98,1766033.16,13694704.11,867065.0,84.36,54.39,41,73,6,1.0,2,13545091.54,455624537.47,20.28,Fail
225,Jones-Soto,2016,China,FoodTech,3,14,1,MVP,2,5,1357140.77,896469.27,10578091.39,631944.0,95.35,2.19,17,72,10,6.0,9,9968050.63,817108062.05,16.89,Success
226,Hernandez PLC,2009,Canada,E-Commerce,4,20,0,MVP,0,3,8781834.1,1733657.74,18299165.54,310366.0,6.02,83.73,74,59,1,1.0,2,13329110.95,686071252.25,8.44,Fail
227,Miller-Wright,2009,Canada,HealthTech,1,6,1,Idea,10,4,955444.91,261853.12,16620338.74,638.1,63.52,51.21,21,-96,2,8.0,9,16606976.57,599378901.26,4.44,Success
228,"Duran, Obrien and Gibbs",2013,Israel,CleanTech,3,20,1,Growth,8,4,12345.25,1273708.85,14534583.82,90907.0,96.08,31.29,3,-25,3,0.0,6,13471325.86,426299692.26,40.94,Success
229,Rowe Group,2013,USA,E-Commerce,4,4,0,Maturity,0,8,8427216.6,1357407.03,2531639.14,245567.0,60.69,39.98,2,3,0,1.5,10,1205022.84,473866520.05,9.25,Fail
230,Kerr-Evans,2007,UK,EdTech,5,3,1,Idea,10,8,506105.15,1312341.39,13321774.78,49565.0,79.8,5.58,60,33,1,1.0,6,9684313.07,31281476.58,34.99,Unclear
231,"Branch, Torres and Oliver",2023,USA,E-Commerce,5,17,1,MVP,5,7,4614056.34,894055.24,13878528.86,843047.0,11.81,71.8,23,-19,1,0.0,9,11595446.48,940739252.55,36.34,Unclear
232,"Choi, Garcia and Farmer",2020,Canada,Blockchain,1,2,0,Scale,8,7,2386791.07,1367832.22,15266651.8,685948.0,24.48,53.95,77,-94,10,1.0,5,13378679.38,317753610.44,15.37,Fail
233,"Clark, Guerrero and Moore",2020,China,FoodTech,3,16,1,Scale,1,1,4473250.41,478926.2,5262654.48,68453.0,34.57,91.4,51,-86,5,9.0,3,4806395.57,915311394.01,27.81,Fail
234,Arnold and Sons,2007,UK,SaaS,2,17,0,MVP,3,2,9504271.5,1191697.19,12805950.07,27115.0,98.12,46.42,66,-28,3,5.0,7,9429534.31,719087747.37,35.57,Fail
235,Ortiz Ltd,2024,France,SaaS,3,17,1,Idea,1,7,210787.63,1108469.85,12365569.17,26649.7,78.18,82.84,30,-81,6,4.0,9,11739392.65,566103656.63,6.72,Fail
236,"Harrison, Johnson and Roberts",2005,France,HealthTech,5,1,1,Idea,3,4,179041.24,636679.04,7706201.0,60045.0,88.57,18.83,52,-42,10,0.0,10,6795455.48,450761710.46,8.47,Fail
237,Warner-Gibson,2024,France,Blockchain,4,12,0,Growth,1,6,2418963.04,1557727.62,13270139.61,332045.0,48.71,5.65,60,-97,7,2.0,1,11314700.83,329738502.44,35.88,Success
238,"Hall, Baker and Moody",2015,Singapore,IoT,2,14,0,Scale,0,7,5518341.94,161744.13,1733911.23,288720.0,71.68,94.84,57,5,1,9.0,6,1280119.54,641922441.62,13.99,Success
239,"Guerrero, Peck and Coleman",2021,Israel,EdTech,1,4,0,MVP,10,5,9302998.15,342879.32,12870100.42,113506.0,73.16,25.7,34,-61,1,5.0,0,12092645.05,970523919.14,5.36,Success
240,"Walker, Hernandez and Baker",2012,Germany,IoT,2,2,0,Idea,2,4,573881.59,942300.08,12120311.68,34718.200000000004,56.89,83.36,30,-36,4,4.0,7,10810392.35,806282589.85,26.01,Fail
241,Jones and Sons,2008,Canada,SaaS,1,4,0,Idea,7,7,243482.48,1783473.4,4212488.15,94063.70000000001,87.8,25.73,56,-66,3,2.5,4,964500.07,397217691.17,40.32,Fail
242,Larson-Holloway,2010,Germany,SaaS,2,4,0,Maturity,4,0,4404523.15,1150319.11,16364272.39,305845.0,15.83,15.58,75,-57,9,7.0,5,13232453.73,487352969.26,15.31,Fail
243,Gonzales-Harrison,2012,India,IoT,1,4,1,Growth,3,0,3904001.32,1684133.7,17488280.01,467897.0,5.75,73.25,9,-94,1,5.0,5,13288579.91,473771576.84,13.03,Fail
244,Lyons-Bender,2024,Israel,E-Commerce,1,2,0,Maturity,4,0,465694.7,1035139.44,4209678.95,91837.0,30.41,77.84,83,49,8,5.0,0,2298438.42,266948418.82,10.39,Unclear
245,"Fernandez, Kim and George",2007,France,Blockchain,2,2,1,Scale,5,2,5106418.49,1570911.94,1519221.68,124390.0,8.83,84.36,17,-78,8,2.0,6,0.0,848815236.88,23.83,Unclear
246,Navarro-Munoz,2020,UK,HealthTech,2,19,0,MVP,5,9,1260063.87,651594.79,12071509.27,960050.0,6.03,86.49,55,-36,9,10.0,2,11328130.26,695905216.78,28.64,Success
247,Davis Ltd,2007,Israel,FoodTech,1,17,1,Scale,4,5,8422440.42,1630284.63,9598350.54,83661.0,41.91,48.31,35,-13,3,3.0,1,6012472.07,601558876.2,6.73,Success
248,"Matthews, Smith and Hubbard",2022,Singapore,HealthTech,5,19,1,MVP,10,5,5489629.09,803372.14,8551884.59,442159.0,20.05,40.02,50,-81,1,4.0,6,8513045.28,438968114.61,40.07,Success
249,Johnston-Hines,2018,UK,FoodTech,2,3,0,Idea,5,4,844606.48,1117662.32,15220166.6,46121.0,79.01,75.1,60,-69,2,10.0,9,13265463.13,246610266.64,26.5,Unclear
250,Ruiz Ltd,2022,USA,EdTech,3,0,1,Idea,8,6,956044.69,351762.98,19393252.79,55175.600000000006,57.98,56.94,18,-4,7,8.0,8,19248700.46,643406141.06,28.14,Fail
251,Moon-White,2006,Singapore,FinTech,4,15,1,MVP,4,4,9431882.91,1840866.05,9553274.39,386998.0,36.06,96.53,80,63,10,9.0,3,6657771.89,244397990.84,5.88,Success
252,"Graham, Olsen and Costa",2007,USA,E-Commerce,1,7,1,Scale,5,1,1004293.34,1402918.24,123101.58,718972.0,28.65,37.58,10,45,7,5.0,6,0.0,18717201.97,31.16,Success
253,Bailey-Cook,2020,UK,EdTech,1,16,0,Scale,3,3,9448170.72,1717709.64,11925342.69,301267.0,56.31,4.29,4,-4,6,5.0,4,9963633.9,75971998.56,33.92,Unclear
254,"Garcia, Martin and Jenkins",2013,France,CleanTech,4,7,0,Growth,2,0,7957472.08,415725.81,13079317.44,517488.0,43.4,58.93,100,60,3,4.0,9,12091347.63,697070743.36,20.19,Success
255,Roberts-Landry,2008,Germany,IoT,5,6,1,Maturity,5,6,7776581.05,135368.71,16560366.12,766896.0,5.57,35.35,44,-32,0,10.0,9,16536566.35,383772683.4,29.96,Fail
256,"Johnson, Miller and King",2005,Canada,IoT,4,7,0,MVP,10,3,901285.4,674418.53,3988139.62,596887.0,66.52,34.27,99,-19,9,10.0,10,2900839.15,214343633.12,11.67,Success
257,Cordova Group,2008,Israel,EdTech,2,20,0,Scale,10,3,1795147.02,1033370.78,10486552.67,757001.0,49.98,56.45,44,-92,8,7.0,6,10037428.28,245488394.87,31.96,Fail
258,"Bryan, Smith and Booth",2005,Israel,HealthTech,4,11,1,Idea,4,3,975163.38,1604739.77,8942630.01,25203.800000000003,27.69,92.18,47,-59,6,4.0,0,6182921.77,499524689.99,26.65,Fail
259,Gutierrez-Lopez,2018,France,HealthTech,1,15,1,Scale,3,2,2133701.57,795452.83,13288809.22,137075.0,29.04,26.7,13,98,0,4.0,10,11776828.77,906391973.16,29.14,Success
260,Dean-Jimenez,2020,Canada,Blockchain,4,11,0,Scale,4,7,1690533.3,539916.65,1278861.27,404240.0,45.28,37.96,27,26,4,7.0,9,983927.59,276107908.73,12.59,Fail
261,Wolf-Harris,2024,USA,AI,3,18,0,Growth,6,3,3623516.19,745090.22,17680258.63,279317.0,82.76,89.12,8,9,2,8.0,8,17666921.43,658899273.1,39.46,Success
262,"Anderson, Roberts and Gilmore",2012,Germany,HealthTech,2,9,0,Scale,0,7,9133561.98,1407214.82,10223148.08,137530.0,42.31,89.52,58,31,1,7.0,5,9862394.58,827333781.38,41.3,Success
263,Martinez-Dudley,2011,Canada,IoT,4,6,1,Growth,0,8,4761934.64,672436.19,17540908.9,762155.0,83.96,23.46,37,73,2,8.0,7,16149746.92,493796938.28,5.24,Success
264,"Lloyd, Mckinney and Collins",2007,USA,Blockchain,1,11,0,Idea,10,0,920583.72,1958331.25,6804742.64,32333.800000000003,42.49,70.63,92,-29,5,8.0,8,4571664.4,36762498.86,43.38,Fail
265,Tran Inc,2021,Canada,HealthTech,2,19,0,Idea,0,3,334338.78,349958.18,13070444.29,64539.8,82.99,41.56,24,51,6,7.0,0,12678951.33,798208549.1,38.79,Success
266,Gay Inc,2005,India,CleanTech,1,4,0,Idea,1,5,226528.65,1506192.25,19134502.99,5362.1,93.15,93.6,71,-29,9,6.0,4,16008142.91,880573408.99,27.66,Success
267,Valentine-Holland,2020,Israel,CleanTech,5,15,1,Idea,8,7,495203.01,1178327.22,18867583.81,50578.700000000004,2.06,73.22,47,23,8,6.0,6,17110229.9,40731643.99,2.75,Fail
268,Jimenez Ltd,2016,India,SaaS,3,8,1,Idea,4,5,615476.89,466191.2,18882055.1,58850.100000000006,6.23,49.44,18,96,9,0.0,10,17991044.54,125039467.74,26.16,Fail
269,Hicks-Hill,2023,Canada,Blockchain,5,6,1,Scale,8,5,3914989.99,1507227.27,858936.81,630247.0,13.4,81.74,1,-78,10,3.0,7,0.0,96159778.33,23.43,Fail
270,Baird-Sanchez,2018,Singapore,E-Commerce,3,19,0,Maturity,4,9,3460305.1,895080.42,8060320.02,657469.0,12.21,99.79,5,6,6,9.0,2,6699267.55,228968619.68,11.17,Success
271,"Thomas, Lee and Greene",2010,Israel,E-Commerce,4,13,0,MVP,6,3,2180592.85,1364796.55,1215625.15,121710.0,45.45,44.7,29,82,0,2.5,7,0.0,501044316.24,41.68,Fail
272,"Suarez, Shields and Hill",2010,Germany,CleanTech,2,10,1,Idea,5,8,275006.77,1324514.49,6189540.27,93086.90000000001,76.4,37.35,60,-3,6,0.0,4,3647611.36,43009297.55,16.03,Fail
